SNX20	NFAM1	0
SNX20	PCED1B-AS1	0
SNX20	CCL4	0
SNX20	TRAC	0
CDK12	OXSR1	0
DPEP2	LAIR1	0
DPEP2	CD300A	0
DPEP2	C1QB	0
DPEP2	C1QA	0
DPEP2	UCP2	0
DPEP2	HCLS1	0
DPEP2	LST1	0
DPEP2	GPSM3	0
DPEP2	HLA-DPB1	0
DPEP2	NFAM1	0
DPEP2	PCED1B-AS1	0
DUS2	DDX28	0
POP5	PXN-AS1	0
ATP5L	SDHAF2	0
ATP5L	NDUFS5	0
ATP5L	ATP5I	0
ATP5L	C19orf70	0
ATP5L	COX8A	0
ATP5L	COX5A	0
ATP5L	EIF3K	0
ATP5L	MOB2	0
ATP5L	NDUFA12	0
ATP5L	NDUFA13	0
ATP5L	MRPL21	0
ATP5L	UQCC3	0
ATP5L	NDUFS3	0
ATP5L	PET100	0
ATP5L	GTF2I	0
CD3D	CD8B	0
CD3D	CXCR6	0
CD3D	TIGIT	0
CD3D	LCK	0
CD3D	SH2D1A	0
CD3D	CD3E	0
CD3D	TRBV28	0
CD3D	TRBC2	0
CD3D	GPSM3	0
CD3D	PCED1B-AS1	0
CD3D	TRAC	0
SMG8	INAFM1	0
GPX4	NDUFA11	0
GPX4	C19orf70	0
GPX4	UBL5	0
GPX4	C19orf24	0
CDT1	UBE2C	0
CDT1	RMI2	0
CDT1	AURKB	0
CDT1	TRAIP	0
CDT1	KIFC1	0
TRAPPC2L	RPL13	0
TRAPPC2L	TRAPPC1	0
TRAPPC2L	C19orf70	0
TRAPPC2L	APRT	0
TRAPPC2L	HSBP1	0
TRAPPC2L	FLJ20021	0
RPL13	RPS9	0
RPL13	MRPL52	0
RPL13	RPL38	0
RPL13	NR2C2	0
RPL13	RPLP2	0
RPL13	GADD45GIP1	0
RPL13	RPL35A	0
RPL13	RPL14	0
RPL13	RPL37A	0
RPL13	RPL12	0
RPL13	RPL39	0
RPL13	APRT	0
RPL13	GNB2L1	0
RPL13	RPS28	0
RPL13	RPL36A	0
CACNB3	OXTR	0
CACNB3	GABBR1	0
KMT2D	C2CD3	0
KMT2D	NR2C2	0
KMT2D	BCL9L	0
KMT2D	TRRAP	0
KMT2D	GTF2I	0
KMT2D	CICP14	0
TUBA1A	HOXB2	0
TUBA1A	TUBB6	0
TUBA1A	GPBAR1	0
TUBA1A	TMEM173	0
TUBA1A	TPM2	0
TUBA1A	AGAP2-AS1	0
RAB4B	INAFM1	0
PROSER3	BCL9L	0
AXL	ANTXR1	0
AXL	SLC8A1	0
AXL	PTPLAD2	0
LAIR1	PTAFR	0
LAIR1	RNASE6	0
LAIR1	PIK3CD	0
LAIR1	C3AR1	0
LAIR1	CLEC7A	0
LAIR1	C1QB	0
LAIR1	C1QA	0
LAIR1	CMKLR1	0
LAIR1	UCP2	0
LAIR1	HCLS1	0
LAIR1	CSF1R	0
LAIR1	GPR132	0
LAIR1	IKZF1	0
LAIR1	EVI2B	0
LAIR1	CD300LF	0
LAIR1	ARHGAP30	0
LAIR1	LILRB4	0
LAIR1	CERKL	0
LAIR1	HLA-DQA1	0
LAIR1	HLA-DOA	0
LAIR1	HLA-DRA	0
LAIR1	GPSM3	0
LAIR1	HLA-DPB1	0
LAIR1	NFAM1	0
LAIR1	PLEKHO2	0
LAIR1	HLA-DMB	0
LAIR1	PCED1B-AS1	0
LAIR1	MILR1	0
CDC42EP5	PPP1R14A	0
CDC42EP5	EGFL7	0
CDC42EP5	CRIP2	0
PPP1R14A	PTRF	0
PPP1R14A	PLAC9	0
PPP1R14A	TPM2	0
MFSD3	COMMD5	0
MFSD3	EXOSC4	0
MFSD3	CYC1	0
MFSD3	PUF60	0
MFSD3	FBXL6	0
MFSD3	CYHR1	0
MFSD3	GPAA1	0
SERPINF2	APOC4-APOC2	0
SERPINF2	U91324.1	0
SERPINF2	APOC2	0
SERPINF2	GSTA7P	0
SERPINF2	RP11-706C16.7	0
OTUB1	TSSC4	0
IGFBP6	PTRF	0
IGFBP6	TPM2	0
IGFBP6	AGAP2-AS1	0
C3P1	APOF	0
C3P1	PIPOX	0
C3P1	C1S	0
C3P1	ACSM2A	0
C3P1	IL27	0
C3P1	BX842568.2	0
C3P1	RP5-966M1.6	0
C3P1	CCND2P1	0
C3P1	HP	0
PRDX2	SWSAP1	0
PRDX2	C19orf70	0
CD300A	C1QB	0
CD300A	C1QA	0
CD300A	UCP2	0
